question,answer,Declarative_Text
Please state your full name.,My name is James Figlar.
"And so the next exhibit, whioh would be Exhibit 28, whioh is 127 -- PT01277 is Exhibit 28. What is that dooument?",It's a 1972 document from public relations department*
okay.,I believe it's a Reynolds document.
"T. K. T. K. Cahill from the Tobacco Institute, oorreot?",I guess I don't know if it's TI or or Reynolds. Is that I think it's it's from -- it's from -- it's either from TI or from one of the companies
okay.,"It might very well be from TI. Q, But in the letter they're discussing the Tobacco the Council for Tobaooo Research, correct?"
"And they're talking about it's a letter to a Mrs. Fine, who seems to be a teacher for a second-grade class, correct?","It is. I mean, it says, thank you for your letter. So they're talking to Mrs. Fine who was a teacher. And it said that you requested VERITEXT REPORTING COMPANY 212-279-9424 www.veritext.com 212-490-3430 http://www.veritext.com ^H'-ffH*-*m*^v*oi""*m^^*mH information on smoking and health. So they're responding. So Cahill is responding --"
Doctor --,-- to a letter written directly
". Doctor, Doctor, Doctor, slow down. Can you read the first paragraph into the record, please.","Certainly. It says, Dear Mrs. Fine, thank you for your letter of May 30th, enclosing letters written by members of your second-grade class requesting information on smoking and health."
"Okay. And then in the second paragraph it says, long before the present oriticism began, the tobacco industry, in a sincere attempt to determine what harmful effects, if any, smoking might have on human health, established The Council for Tobacco Research, oorreot?","You have read that correctly, yes. 0. And the third paragraph, if you oould read the first sentence into the record, please."
"And then they enclose materials for the VERITEXT REPORTING COMPANY 212-279-9424 www.veritext.com 212-490-3430 http://www.veritext.com mwmmmimmmmtt^u^mf^mk^m-. . _ j_u_ nLmnj, m n nn - T""r i -* * - ' second-grade class, correct?",The last sentence suggests there's enclosed materials.
Okay. And are you familiar with the materials that they were enclosing to people who were writing letters back then?,"I don't know. I may be. I may have seen stuff, but I don't know that I've seen the the materials that went with this letter or not. (Figlar Exhibit 29, Letter dated 2/26/73 to Mr. Al Barr from J. S. Dowdell, PT06002, was marked for identification,)"
"Okay. Let's go to the next exhibit then, whioh is Exhibit 29, 6002. Do you have that? A, I do.",
"It's 29, 6002.",
"And that's a letter written to Al Barr of the Tobacco Institute, correct? VERITEXT REPORTING COMPANY 212-279-9424 www.veritext.com 212-490-3430 http://www.veritext.com **... Y*",
"And if you could read that letter into the record, please.","Sure. It says, Dear Al, will you please send 500 copies of your latest printing of ""Smoking/Health--An Age-Old Controversy"" and, if ""Facts"" is not out of print, please send 500 copies of this brochure to T. K. Cahill, R. J. Reynolds Tobacco Company, Winston-Salem. Should you have any other materials for use in answering requests from schoolchildren for ihformation on the smoking-and-health issue, please send us a sample of anything you consider current."
"Okay. So they're talking about using this ""Smoking/Health--An Age-Old Controversy"" material to send to respond to schoolchildren, oorreot?","That is what she's asking for. (Figlar Exhibit 30, Document titled Smoking/Health an Age-Old Controversy, PT06003, was marked for identification.)"
"Okay. And so the next exhibit, whioh is the Smoking/Health Age-Old Controversy information, whioh is Exhibit 6003 -- I'm sorry. Exhibit 30, which is PT06003, if you could read that title into VERITEXT REPORTING COMPANY 212-279-9424 www.veritext.com 212-490-3430 http://www.veritext.com ' "" "" > > ! i i i i i I I I i M i i . n n y w w . M a c c c the record, please.",Smoking/Health An Age-Old Controversy.
And if you can go to the last page and read into the record can't identify harmful substance.,"Okay. Read the whole paragraph is what -- Q, please."
Please.,"In all the research that has been going on, no study has reported finding any substance as found in cigarette smoke that causes human lung cancer or other disease. Those who glibly talk about removing ""the harmful substance"" often overlook the fact that not even the oigarette critics can name ""the harmful substance."" It is a fact that all of the diseases with whioh smoking has been connected also occur in nonsmokers. And this leaves a puzzle unsolved: what causes nonsmokers to get diseases which are claimed by some to be ""caused"" by oigarette smoking?"
"And if you can go to the next column and read the first two paragraphs, please.","The industry does not go along with those who would claim the ""issue is settled"" and shut off VERITEXT REPORTING COMPANY www.veritext.com 212-490-3430 ""I IIIWI'Iw Ol o (O o http://iMii.nnyww.Ma http://www.veritext.com c c X'N all discussion on the controversy. The tobaooo industry believes the American public - all elements, including scientists - have a right to hear all the facts involved in this controversy, not just those advanced by anti-smoking groups. The Tobacoo Institute has prepared several television and radio publio service messages now available for use by the broadcast media, for oxample."
"Okay. And those Would be and this is the material that the Tobacoo Institute and the cigarette companies were sending to schoolchildren, correct?",That's what Cahill suggested.
"And the films that were being produced were the types of films that we just saw like the Need to Know film, correct?","Possibly, yes. (Figlar Exhibit 31, Document titled File Note dated 3/15/73, PT02286, was marked for identification.)"
"Okay. And the next exhibit, Dr. Figlar, is Exhibit 31, PT02286.",All right. VERITEXT REPORTING COMPANY www.veritext.com 212-490-3430 ***mmwxaiMMmmm -jumm* ** Oi o o http://www.veritext.com
"Okay. Th next exhibit i Number 32, VERITEXT REPORTING COMPANY 212-2^9-9424 www.veritext.com 212-490-3430 http://www.veritext.com c c JWuv^ which is PT01964. Do you have that?",
"And it's a a June 24th, 1974, memo, correct?","It is, from Lorillard."
"And it's one of the doouments that you reviewed in preparation for your deposition as the corporate representative with the most knowledge, cbrrect?","I looked over this document in preparation for this, but I am not a Lorillard representative. I work for R. J. Reynolds."
"I understand that, but you understand you read it. You understand this is a memo that discusses the CTR, correct?","As I recall, yes. I'm just stating that it's a Lorillard memo. That's all."
"And you understand that they were you understand that Lorillard was found to be a co-conspirator with R. J. Reynolds and Brown & Williamson and American Tobacco in the Engel decision, correct? 212-2J79-9424 VERITEXT REPORTING COMPANY www.veritext.com 212-490-3430 Oi w o CD O Nl http://www.veritext.com",
"And you understand that as part of the industry that Lorillard was part of the tobacoo industry that was funding the research through the CJTR, correct?",
"And so the meetings with the CTR involved people not only from R. J. Reynolds, but also representatives from Lorillard, correct?","They oould have, yes."
"And if you can go to the third page, and the last paragraph, if you oould read into the record from historically down ten lines and end at t}ie word strategy.","Historically, the joint industry funded smoking and health research programs have not been seleoted against specific scientific goals, but rather for various purposes such as publio relations, political relations, positions for litigation, ot cotrp.. Thus, it oeemr. obvious that VERITEXT REPORTING COMPANY 212-2(79-9424 www.veritext.com 212-490-3430 http://www.veritext.com reviews of such programs for scientific relevance ahd merit in the smoking and health field are not likely to produce high ratings. In general, these programs have provided some buffer to public and pblitioal attack of the industry, as well as background for litigious strategy."
"Why would it be important to select scientific goals for purposes such as publio relations, political relations and positions for litigation as opposed to speoifio scientific goals?",I'm sorry. Can you oan you repeat what ybu what you're saying?
"Well, in this memo from Lorillard who was pbirt of the CTR with R. J. Reynolds, they indicate that the joint industry funded smoking and health research programs have not been selected against specific scientific goals, correct?",Right. That's what it said.
"Does it say, but rather for various purposes such as publio relations, political relations and positions for litigation, correct?","That's what it said, yes."
"And then it says, in general, these programs have provided some buffer to public and politie&l att&okc of tho industry, ftB well a& ^ VERITEXT REPORTING COMPANY 212-279-9424 www.veritext.com 212-490-3430 http://www.veritext.com c c background for litigious strategy, correct?","That's what it says; that's oorreot,"
Why were they using the joint industry funds for the CTR to provide a buffer as opposed to trying to find out if smoking causes lung cancer?,
"Well, do you disagree with it? Do you think this person from Lorillard is making it up?","Well, I mean, I think based on my review ot the type of work that got funded, I would I don't know that I can fully agree with this statement."
"So why are all these people saying this in these internal memos baok to the '70s, why do you have an opinion on behalf of R. J, Reynolds why people like Fred Paneer and this A. W. Spears would be writing things like this?",
"But he was a member of the tobacco industry. He worked with Lorillard, correct?","I presume so, yeah."
"He was there at a time when you were not there. You were you were still in -- in high school I believe at that time, oorreot?",Grade --
Elementary sohool?,"Correct. I was in elementary sohool, yes."
"And he was writing memos that were that were being disseminated to a ~~ another individual, M[r, C. H. Judge; do you know who that is?",No idea. I don't work for Lorillard. So I don't know who those people aro. VERITEXT REPORTING COMPANY 212-279-9424 www.veritext.com 212-490-3430 http://www.veritext.com
"Okay. But as you sit here you understand that R. J. Reynolds is a co-conspirator with Lorillard, correct?",
"Okay. There's a finding that you entered ihto an agreement with Lorillard to oonoeal the adverse health effects of smoking, correct?",
"And there was also a finding that CTR and the Tobacco Institute also were members of that agreement to conceal the adverse health effects of smoking and health, correct? MR, LATHAM: Objection to form.",
You didn't -- did you read the Engel opinion ever?,"No, sir, I have not. Not yet."
Okay.,"Not that I recall doing, no. VERITEXT REPORTING COMPANY www.veritext.com 212-490-3430 O CD O Ol ro http://www.veritext.com c jf****"
"Okay. The but if Curtis Judge is the the president and CEO of Lorillard Tobacco Cbmpany, do you have any reason to believe or dispute that they would just be fabricating memos of false information for the -~ for what purpose would they do that, Dr. Figlar? I don't understand what ~~ what you mean by that?","I know -- I know you do and I'm trying -~ VERITEXT REPORTING COMPANY www.veritext.com 212-490-3430 Oi CA> O CD O Ol http://www.veritext.com + + 4 . + > + ,I,HIJM.. c I'm trying to be as thorough -- ft. And I'm not --"
"Okay, The neKt document is PT028 ~- I'm VERITEXT REPORTING COMPANY www.veritext.com 212-490-3430 http://www.veritext.com sorry. Yeah, 2824, which is Exhibit 33. Do you have that?",I do. ft. And what is that document?
And what was the purpose of this document?,"Again, I think this is a Tobacco Institute excuse me. I'm trying to talk too fast. It's a Tobacco Institute advocacy piece with regard to the the industry's position on smoking and health-related issues,"
"Okay. But you keep saying it's an advocacy piece. Isn't it true though that it was being presented in the belief that full, free and informed discussion of the tobacco and health controversy is in the publio interest?","I'm sorry. You got a little garbled there. Can you repeat that? I apologize. I couldn't hear you. ft. This The Cigarette Controversy, these are these are part of the white papers, correct?"
And if you could turn to Page 1 and read on the left-hand side what the -- the purpose of this or how it's being presented?,"It says, this booklet is presented by the Tobacco Institute in the belief that full, free and informed discussion of the public *"" excuse me -~ full, free and informed discussion of the smoking and health controversy is in the publio interest, and in the conviction that the controversy must be resolved by scientific research, ft, And can you read the first two sentences under the preface."
"Okay. Doctor, do you know the exact mechanism of how smoking causes lung cancer today? VERITEXT REPORTING COMPANY 212-2^9-9424 www.veritext.com 212-490-3430 http://www.veritext.com c r c",You can never know what an exact mechanism
"Okay, But today R, J. Reynolds and the industry admits that smoking causes lung cancer, correct?","We do. ft. And in the 1970s you did not know the exact mechanism, correct?"
"And i f you oould read the the f i r s t paragraph there , i f you could j u s t r ead t h a t i n t o 212-2t9-9424 VERITEXT REPORTING COMPANY www.veritext.com 212-490-3430 Ol o o en http://www.veritext.com trie record. A, I'm sorry, the first paragraph under needed: Objective ft. Under elusive elusive answers, I'm sbrry.","That's fine. First paragraph, throughout these years, answers have been slow in ooming, and paradoxically, theories about causes of illness have broadened as a result of researoh sponsored by many different sources. Heredity. Stress. Behavior. Air pollution. Viruses. Occupational hazards. Immunology. Things we eat. Things we drink. These and more, as well as the hypothesis hypothesis that tobaooo is at fault, occupy the interests of inquisitive scientists today. ft. And, again, so that statement there was a white paper that you were disseminating back to the Panzer memo again when they were talking about the constitutional hypothesis and the multifactorial hypothesis, correct? i"
All right. Let's go on to the next exhibit. It's Exhibit 34. And this is another p ress release and it's PT05504-259.,"Oh, sorry, okay. Yep."
"Okay, The next Exhibit is Exhibit 35, which is PT06007. Do you have that?",I do.
"Okay. And if you can go down where it talks about quality of investigators and the work done; do you see that? A, x see Xv, yes, ft. And can you read that Number 1 and 2, pjlease.","It says, the quality of investigators and the work done has improved dramatically because, one, targeted research; two, availability of i federal funds down so tobacco money ain't so dirty anymore. ft. Do you know why they would be referring to tbbacco money being dirty for investigators?"
And the very --,"I would not. VERITEXT REPORTING COMPANY 212-2J79-9424 www.veritext.com 212-490-3430 http://www.veritext.com c c ft. And the very last the very last sentence, what does that say there?"
"And that's what Dr, Koop wrote, the Surgeon General wrote, 11 years later in a Surgeon General report, correct?","He may have, but I mean, they they said that in '64 as well, similar statements, so... ft, And when did -- right. And so do you agree that nicotine' -- do you agree that nicotine is addictive, as is oooaine ahd heroin today?"
"And the next document, Doctor, is Exhibit 39, 1154, And, again, they're talking about Dr. Abood, and this is again -- if you oould r^ad the subject matter of this into the record, please,","I'm sorry. The '78 memo? VERITEXT REPORTING COMPANY 212-279-9424 www.veritext.com 212-490-3430 http://www.veritext.com ft. Yeah, if you oould read the subjeot matter. What is the subject of this memo?"
"And he's with CTR, oorreot? I mean, he was with Brown Williamson, correct?",
"And the last big paragraph there, if you could read from originally and down one, two, three, four, five, six, seven linos, if you could VERITEXT REPORTING COMPANY 212-2^9-9424 www.veritext.com 212-490-3430 http://www.veritext.com c read from originally seven lines down to the word product into the record, please.","Okay. Originally, CTR was organised as a piiblic relations effort. The industry told the world CTR would look at the diseases whioh were bhing associated with smoking. There was even a suggestion by our political spokesman that if a harmful element turned up the industry would try to rt>ot it out. The research of CTR also discharged a l^gal responsibility. The manufacturer has a duty to know its product. ft. You would agree, though, Doctor, that the manufacturer does have a duty to know its product? A, I do. ft. And do you agree that the industry never t >ld the world that the CTR was merely a publio relations effort?"
"That's what you believe, right?","Based on what I have read and the research that I have done, I don't believe that CTR was solely a publio relations effort. There may have been publio statements made, but I don't believe that is completely the case. ft. Okay. But you don't believe it's completely the case. You believe it was partially the oase, I take it?"
"Okay. The next document is Exhibit 42. PIJP02211A. Do you have it, Doctor? #%> t X 0 9 f 9 X X *",
"And this is from November 13th, 1978, correct?","It is. Again, it's an Osdene memo from Philip Morris."
"Right. And again, the subjeot is recommendation for long-term plane for the CTR, VERITEXT REPORTING COMPANY 212-2 9-9424 www.veritext.com 212-490-3430 en ^i ...... o oo http://www.veritext.com correct?","That is the subjeot,"
"And you are being produced here today as the corporate representative of R. J. Reynolds as well as Brown & Williamson and American Tobacoo with the most knowledge of of the TI, the TIRC and the CTR, as well as the purpose of those entities, correct?","I am the person with most knowledge for ft>r those companies, yes."
"And this is a dooument that was provided tb you to review in preparation for your deposition, correct?","Yes, and I believe I have reviewed it."
"Okay. Can you read Number 2 for the rfecord, please.","CTR should be controlled both legally and scientifically by representatives of the industry. Implicit in the above, the SAB should be oonsist constituted with a majority of industry members. Several outside members (but not a majority) should be nominated to the SAB. These members should not have aooess to CTR funding."
What --was the public being told that tho C4?R was being controlled both legally and VERITEXT REPORTING COMPANY 212-2V9-9424 www.vcfitcxt.com 212-490-3430 http://www.vcfitcxt.com scientifically by the industry?,
"And Number 3, oan you read Number 3?","CTR should fund work largely by means of contracts, thus reserving the right to control publications whioh might be detrimental to the industry."
Why would there be a recommendation to try to control research?,"Well, my guess would be that Mr. Osdene doesn't like the fact that the CTR was allowing people to publish stuff that they didn't like. So, again, why make a recommendation to do something if it's already being done? You wouldn't."
"Again, at the end where it talks about subjects to be avoided, what type of subjects did ttyey want the CTR to avoid doing research on, if VERITEXT REPORTING COMPANY 2i2-2?9-9424 www.veritext.com 212-490-3430 http://www.veritext.com c c you oould read Number 2?","Well, Number 2 says, attempt to relate human disease to smoking."
Do you know how many --do you know how many papers were published by funding by the CTR?,"I think in general I do, thousands of papers, if I'm not mistaken. Q, There are about 7,000, oorreot?"
And do you know how many of those papers that were published actually attempted to relate hyman disease to smoking?,"I don't have a count, but I know there are I know there are certainly some."
"Well, there's less than 20, isn't there?","Again, I don't know what the count is."
"Well, isn't the count of the 7,000, it would be less than 20 of all the research funded by the CTR had anything to do with attempting to relate human disease to smoking; isn't that true, Doctor?","I don't know that that's true, no."
Did you look into it?,Have I looked into that specific question? VERITEXT REPORTING COMPANY 212-2 9-9424 www.veritext.com 212-490-3430 Ol o http://www.veritext.com
Yes.,"I have not, no. (Figlar Exhibit 43, Seligman memo to the CTR file dated November 17, 1978, PT0268, was marked for identification.)"
The next document would be Exhibit 43. It's 2268. Did you review this document in preparation for your deposition today?,
"The next exhibit I'm going to go through with you, Doctor, we can move on is PT030 -- pfc03777, which is Exhibit 47.","Yes, I have it."
And tell the jury what this dooument is.,"It says a Horace R. Kornegay speech, Tobacco Institute annual meeting, January 10th, 1980."
Okay. And will you go to the second page of the speech.,"Yes, sir."
"And you see in the third paragraph down where it says there's been some notable achievements. Can you read that, the -- the first bullet point?",The Surgeon General's media event was preempted by an institute --
"No, no. I'm sorry. I'm sorry. If you could start with as a result.","As a result, some notable achievements w^re registered this year. Do you want me to go on?"
Go on. VERITEXT REPORTING COMPANY 212-2)9-9424 www.veritext.com 212-490-3430 http://www.veritext.com,Okay.
"Yeah, the bullet points.","The Surgeon General's media event was pte-empted by an Institute first-strike news conference. For the first time in the history of the oigarette controversy, a Secretary of HEW had to share the spotlight. In fact, we won top billing that night on all networks."
"So the -- the tobacco industry was receiving top billing over and above the Surgeon General to get their message out, correct?","Well, it says for the first time in history ever. But I -- I don't know if I can verify whether or not that's true, but that's what they said, the speech."
Do you know how it was the tobacoo industry was able to preempt the Surgeon General media report?,Do I know? Are you asking me how I know?
Yes.,I don't know.
"No, do you. Okay. If you go on to the t^o more pages, you can go not the next page, but the the page after, if you could read the first bullet point? VERITEXT REPORTING COMPANY 212-2179-9424 www.veritext.com 212-490-3430 http://www.veritext.com",On Page 4?
Yeah.,"Communications have been on the uptrend this year. Our four speakers covered a quarter of a; million miles, logging nearly 800 appearances, including 300 hours on the air. Our new publications unit turned out a dozen new publications and distributed over a quarter of a million copies. The Tobacco Observer has reached a circulation of 86,000. Our films have been seen by about 750,000 people this year -- for a cumulative audience of 3-1/2 million."
"And those are 3-1/2 million people that the tobacco companies are getting their message out to, correct?",
And if you oould go down two more three more bullet points to our contacts with Congress ahd read that.,"Our contacts with Congress, whioh have always been good, are now even better. Through a systematic program of Hill coverage, we can now VERITEXT REPORTING COMPANY 212-2^9-9424 www.veritext.com 212-490-3430 http://www.veritext.com count nearly 300 representatives and 75 senators as grade ""A"" contacts, whioh means that we know them -- but more importantly, they know us."
"Don't you think that the tobaooo industry was a powerful industry, Dr. Figlar?",
And don't you think that it was important to them to be known by people on Capitol Hill?,
"Well, but but -- but for the average Joe or the average smoker, they didn't have that advantage. They weren't known by anybody on CApitol Hill most likely, right?",
"So just as true today that you are -- you still are known by a lot of people on Capitol Hill, the industry?","No, your general premise of the average man on the street doesn't have the same access as people on the Hill."
"And the next page, if you can go down, where it says in the next few days, if you oould read that paragraph.",The whole paragraph or starting in the middle?
"No. It says in the next few days, just that that two sentences.",Okay. So the middle of that paragraph?
"Yes, sir.","In the next few days the Surgeon General will release yet another report, this time on women and smoking. We have completed a plan for getting our share of the press coverage surrounding this m^dia event."
And what was that press coverage intended t0 do?,I don't know.
"Well, were they saying and then the last page, please. If you can read after lobbying 212-2?9~9424 VERITEXT REPORTING COMPANY www.veritext.com 212-490-3430 ro http://www.veritext.com c c c corps, if you can read the last the two paragraphs.","Okay. On the federal level we intend to improve what Senator Ted Kennedy has described as ""probably the most effective lobby on Capitol Hill."" With the availability of effective support from TAN and our state lobbyists, we are confident of attaining this objective. Let me stop at this point before I overload you with more good intentions and solemn promises than the 10 presidential candidates we will be hearing so much from in 1980."
"Okay. So when Senator Kennedy -- Kennedy described the tobacoo industry as ""probably the most effective lobby on Capitol Hill,"" do you understand that that was most most likely true?",
"Do you agree that the tobacco industry did h^ve a powerful lobby on tobacco on on Capitol Hill in the '70s -- '50s; '60s, '70s and *^0s? 212-2t9-9424 VERITEXT REPORTING COMPANY www.veritext.com 212-490-3430 http://www.veritext.com",
"The next document, Dr. Figlar, is PT02184, Exhibit 48.","Okay. Yes, air."
"Okay. Doctor, you have Exhibit 48 in ftfont of you? VERITEXT REPORTING COMPANY 212-2^9-9424 www.veritext.com 212-490-3430 http://www.veritext.com",I do.
And have you seen this dooument before?,I believe I read it in preparation for t iis deposition.
Is that the first time you had seen it?,I don't I don't know I don't know if it was or not. I may have seen it in the Duvall County deposition.
"Okay. And this is a memo from Knopick to Kloepfer, oorreot?",It is.
"And they're both representatives of the Tobacco Institute, oorreot?","I believe this is a TI document, yes."
"And halfway down the first page it says, I've spoken previously with Pollin, currently the h+ad of the National Institute on Drug Abuse; do y4u see that?",I do.
"And it says, we quoted Pollin saying that cigarette smoking is the nation's leading problem among youths despite the rise in marijuana use; do yc u see that?","I do. 0. And then it goes on to say ""cigarette VERITEXT REPORTING COMPANY 212-279-9424 www.veritext.com 212-490-3430 http://www.veritext.com c c c smoking is more addictive than using heroin, hooking two-thirds of the people who ever smoke."" Do you see that?"
"Was there any now, this was an internal document, correct?","This is an internal Tobacco Institute document, yes."
"And then on the last page, if you oould read into the reoord the last two sentences, please.",Starting with the lawyers?
"Yes, sir.","The lawyers remind us, I'm told, that the entire matter of addiction is the most potent weapon a -- a prosecuting attorney can have in a lung cancer/cigarette oase. We can't defend continued smoking as ""free choice"" if the person was ""addicted."""
"Do you agree with that, Dr. Figlar, that you can't defend smoking as a free choice if the person is truly addicted?",
"As the --as the corporate representative of R. J. Reynolds with the most knowledge of these documents, does R. J. Reynolds agree that they can't defend smoking as a free choice if the person was addicted?",I don't agree with that. I think whether o not you're addicted or not you can still quit.
Do you know what the Surgeon General says about smoking being a free choice if somebody is truly addicted?,Off the top of my head I don't.
You don't remember reading something from the Surgeon General report recently where they comment that smoking is truly not a free choice if somebody is addicted?,"Do I recall that? No, I'm not saying I i haven't been --"
Do you,"read that before, but I haven't heard that. I -- I don't recall that as I sit here."
Do you know how many addicted smokers die every year?,I don't.
Do you know how many addicted smokers need VERITEXT REPORTING COMPANY www.veritext.com 212-490-3430 *mm*mmm+rmmmm*w* tmmmmmmmmmmKMummmmUim O l O CD http://www.veritext.com r medication to be able to quit?,
"Do you know how many addicted smokers have tried to quit and have quit, but have relapsed?",
"Well, if you don't know that information if you don't know that, why do you say R. J. Reynolds doesn't believe that that smoking is a free choice -- is not a free choice if a person was addicted, if you don't even know the answer to those questions?",
"Well, you just said there's more former smokers than current smokers, oorreot?",That is correct.
Do you know how many of those former smokers were addicted as opposed to being just chippers?,"Well, I have to presume based on the data that I've seen, whioh were people that have quit for longer than a year and who smoked more than just one cigarette in a month, that according to the publio health community a good number of people beoome addicted, so I have to presume that a bunch of those people were addicted smokers."
"Of course, but do you know how many I first want to talk about the people who are not addicted. Of the people who have quit, do you know how many of thoBe people were occasional or social VERITEXT REPORTING COMPANY www.veritext.com 212-490-3430 Oi o CD http://www.veritext.com smokers?","I will use the publio health data suggestion that what is it, I think 80 percent of people who smoke are addicted, so let's just say percent of the I think it's up to 60 million smokers former smokers would have been not addicted."
You're just speculating. You'd be,"Yeah, I am. But, I mean, you're asking me to speculate."
Are you saying 80 percent of smokers are addicted? Are you saying 80 percent of smokers are addicted?,
"Okay. So that's you're here today as a VERITEXT REPORTING COMPANY 212-279-9424 www.veritext.com 212-490-3430 http://www.veritext.com corporate representative from R. J, Reynolds and you -- you're relying upon information that percent of smokers are addicted to come up with that answer, correct?",
"Okay. And you know you're here as a corporate representative for R. J. Reynolds, correct?","I do know that, yes, sir. Q, Okay. So I don't want to talk about the people who continue smoking. I want to talk about the people who quit smoking for a moment, okay?"
"Okay. So we know that there have been tens of millions of Americans who have quit smoking, correct?",
Right.,as we sit here.
"Of that of those 40 million, do you know -- to be included within those people who quit smoking, isn't it true that you had to have had to smoke more than a hundred cigarettes in your lifetime?",
"Okay. So of the 40 million who have quit, do you know how many of them smoked 200 cigarettes in their lifetime as opposed to two packs a day in their lifetime; do you know?",
Do you know of the 40 million who have quit how many of those people actually relapsed after they quit?,"If you look at the data and the data suggests that 89 to 90 percent of the people who are quit, are quit greater than a year, then that would mean that less than 10 percent would have quit for less than that time frame."
I don't even follow you.,What I'm saying to you is that -- that with the data that I have looked at --
I think,I'm sorry. VERITEXT REPORTING COMPANY 212-279-9424 www.veritext.com 212-490-3430 fri o CD CD http://www.veritext.com
"I think -- A, I -""",
"we're talking -- I'm talking about one thing, you're talking about something else. MR, LATHAM: Gary, we're getting pretty hold on, Gary, we're getting we're getting far afield from CTR, TI. I think you're burning your time. Dr. Figlar is not here as a corporate rep on -- today on the company's position on addiction or historical research on addiction or numbers of people who are addicted or quit. So just so that it's clear, we're not designating him in this deposition today on those issues. He's not prepared on those issues.",
Of the millions of Americans who have quit smoking do you know how many of them have gone on to develop lung cancer and die? VERITEXT REPORTING COMPANY 212-279-9424 www.veritext.com 212-490-3430 http://www.veritext.com,
"The millions of Americans who okay. The millions of Americans who have quit, do you know how many of them have gone on to develop other health-related issues from smoking and have died?",
Okay. The next exhibit is PTO whioh number is this? It's 1660 we're missing a couple here. Did we take them out? What was the last one I did? I did,You did
2184?,"That's it, (Figlar Exhibit 52, Tobaooo Institute video of Ann Browder, PT01680AA, was marked for identification.) VERITEXT REPORTING COMPANY 212-279-9424 www.veritext.com 212-490-3430 http://www.veritext.com . W M M M . c c y0*v i9 JL ly (Figlar Exhibit 53, Tobacco Institute video of Brennan Dawson, PT04663A, was marked for identification.) (Figlar Exhibit 54, Video of Walker Merryman, PT04720BA, was marked for identification.)"
"I took some out* Okay. Number 52 would be -- I'm going to do a couple of videos real quick if we can play them, and I can play them in order and I'll ask you questions about them. So they'll be Exhibit 52, 53 and 54, which are PT01680AA, PT04663AA, and PT04720BA are three videos, and I'm going to play those and ask you some questions about them, Dr. Figlar, but before we do that do you know who Ann Browder is going to be one of the videos; do you know who she is?","I think so, yes."
"And Brennan Dawson is going to be on another Dawson Brenner is going to be on another video. Do you know who that -- is it Dawson Brenner or Brennan Dawson? Brennan Dawson, do you know who that is?","Yes, I believe so. I believe they both worked for TI. VERITEXT REPORTING COMPANY 212-279-9424 www.veritext.com 212-490-3430 http://www.veritext.com c"
"And the last one is a Mr. Merryman, do you know who is he?","I believe so. Again, I think another TI person*"
"Okay. And these are videos from 1987 and '88. One is from '83. The first one from Ann Browder is '83, and then there's a couple from '87 and '88. So these are roughly some 30 - - 3 0 to years after the Frank Statement, oorreot?",Okay.
"Doctor, are we ready?",Sure.
"Doctor, looking at those videos, the first one was from Ann Browder, correct?",Yes.
"And the next one was from Brennan Dawson, correct? VERITEXT REPORTING COMPANY 212-279-9424 www.veritext.com 212-490-3430 Ol Nl o CO http://www.veritext.com","I *- I believe so, yes."
"And both of those are representatives of the Tobacco Institute, correct, where they were advising the publio of their opinion and beliefs, correct?","They were,"
"And they wanted people to be be able to believe them and rely upon them, did they not?",
"And, in fact, there's a gentleman on the second video who said that he thought if they were dangerous the people that make the oigarettes would let him know, correct?",
"Oh, okay. So that -- the tobacco industry was aware were they aware of the fact that there was people from the American publio who were seeing this statement who wero believing them and trusting VERITEXT REPORTING COMPANY 212-279-9424 www.veritext.com 212-490-3430 http://www.veritext.com them?",
"Well, when somebody like Brennan Dawson went on the -*- the TV and made a statement, did people from the Tobacoo Institute follow that and see what the reaction was?",They may have. I don't quite possibly.
"Okay. And the next dooument I'd like to go through is Exhibit we have a couple more. We're almost done here, Doctor. I appreciate your patience, and I'm trying to move this along. I have two documents I have one document and then I'm going to play two videos and a last document and then I'm done.","Okay. (Figlar Exhibit 56, Memo dated 2/20/79 from Robert K. Heimann, PT01339, was marked for identification.)"
"So the last this one here is Exhibit it's PT01339, and it's Exhibit 56. And this is from 1990, and so this is almost 40 years after tho Frank Statement and the mouse painting VERITEXT REPORTING COMPANY www.veritext.com 212-490-3430 http://www.veritext.com studies, correct?",1339? I'm sorry. It just took me a while to find it.
"Exhibit Exhibit 56. So this is a letter from 1990, oorreot?",No. It's a letter from 1979.
"Oh, I have the wrong wrong exhibit then. Do you have you have","PT01339, right? (Off-the-reoord conference.)"
"Do you have PT -~ do you have there -- what is it called, 14 what?",Hold on. Let me let me look.
"It might be after 59, like 59, one of those.",1433A you said?
Yes.,"Yes, sir, I do. (Figlar Exhibit 60, letter from R. J. Reynolds' PR department to the principal of VERITEXT REPORTING COMPANY 212-279-9424 www.veritext.com 212-490-3430 http://www.veritext.com c Willow Ridge Sohool, PT01433A, was marked for identification.)"
And what exhibit number is that?,60.
"Okay. So Exhibit 60, what is that document?","This is a letter from R. J. Reynolds' PR department to Willow Ridge Sohool, the principal, the principal of Willow Ridge Sohool."
"Is it responding it's responding to a letter -~ it's responding to comments from fifth grade students, oorreot?",That is correct.
"Okay, If you could read the first paragraph into the record, please.","Certainly. It says, a number of your fifth grade students have written R. J. Reynolds Tobacoo Company commenting that they do not feel our company should allow the use of our brand names on children's toys and candied oigarettes,"
